"","dates","DOY","hour","forage.time.minute","forage.bout.minute","zen"
"2773",1990-04-26 12:00:00,NA,NA,NA,NA,NA
"2774",1990-04-26 13:00:00,NA,NA,NA,NA,NA
"2775",1990-04-26 14:00:00,NA,NA,NA,NA,NA
"2776",1990-04-26 15:00:00,NA,NA,NA,NA,NA
"2777",1990-04-26 16:00:00,NA,NA,NA,NA,NA
"2778",1990-04-26 17:00:00,NA,NA,NA,NA,NA
"2779",1990-04-26 18:00:00,NA,NA,NA,NA,NA
"2780",1990-04-26 19:00:00,NA,NA,NA,NA,NA
"2781",1990-04-26 20:00:00,NA,NA,NA,NA,NA
"2782",1990-04-26 21:00:00,NA,NA,NA,NA,NA
"2783",1990-04-26 22:00:00,NA,NA,NA,NA,NA
"2784",1990-04-26 23:00:00,NA,NA,NA,NA,NA
"2785",1990-04-27 00:00:00,NA,NA,NA,NA,NA
"2786",1990-04-27 01:00:00,NA,NA,NA,NA,NA
"2787",1990-04-27 02:00:00,NA,NA,NA,NA,NA
"2788",1990-04-27 03:00:00,NA,NA,NA,NA,NA
"2789",1990-04-27 04:00:00,NA,NA,NA,NA,NA
"2790",1990-04-27 05:00:00,NA,NA,NA,NA,NA
"2791",1990-04-27 06:00:00,NA,NA,NA,NA,NA
"2792",1990-04-27 07:00:00,NA,NA,NA,NA,NA
"2793",1990-04-27 08:00:00,NA,NA,NA,NA,NA
"2794",1990-04-27 09:00:00,NA,NA,NA,NA,NA
"2795",1990-04-27 10:00:00,NA,NA,NA,NA,NA
"2796",1990-04-27 11:00:00,NA,NA,NA,NA,NA
"2797",1990-04-27 12:00:00,NA,NA,NA,NA,NA
"2798",1990-04-27 13:00:00,NA,NA,NA,NA,NA
"2799",1990-04-27 14:00:00,NA,NA,NA,NA,NA
"2800",1990-04-27 15:00:00,NA,NA,NA,NA,NA
"2801",1990-04-27 16:00:00,NA,NA,NA,NA,NA
"2802",1990-04-27 17:00:00,NA,NA,NA,NA,NA
"2803",1990-04-27 18:00:00,NA,NA,NA,NA,NA
"2804",1990-04-27 19:00:00,NA,NA,NA,NA,NA
"2805",1990-04-27 20:00:00,NA,NA,NA,NA,NA
"2806",1990-04-27 21:00:00,NA,NA,NA,NA,NA
"2807",1990-04-27 22:00:00,NA,NA,NA,NA,NA
"2808",1990-04-27 23:00:00,NA,NA,NA,NA,NA
"2809",1990-04-28 00:00:00,NA,NA,NA,NA,NA
"2810",1990-04-28 01:00:00,NA,NA,NA,NA,NA
"2811",1990-04-28 02:00:00,NA,NA,NA,NA,NA
"2812",1990-04-28 03:00:00,NA,NA,NA,NA,NA
"2813",1990-04-28 04:00:00,NA,NA,NA,NA,NA
"2814",1990-04-28 05:00:00,NA,NA,NA,NA,NA
"2815",1990-04-28 06:00:00,NA,NA,NA,NA,NA
"2816",1990-04-28 07:00:00,NA,NA,NA,NA,NA
"2817",1990-04-28 08:00:00,NA,NA,NA,NA,NA
"2818",1990-04-28 09:00:00,NA,NA,NA,NA,NA
"2819",1990-04-28 10:00:00,NA,NA,NA,NA,NA
"2820",1990-04-28 11:00:00,NA,NA,NA,NA,NA
"2821",1990-04-28 12:00:00,NA,NA,NA,NA,NA
"2822",1990-04-28 13:00:00,NA,NA,NA,NA,NA
"2823",1990-04-28 14:00:00,NA,NA,NA,NA,NA
"2824",1990-04-28 15:00:00,NA,NA,NA,NA,NA
"2825",1990-04-28 16:00:00,NA,NA,NA,NA,NA
"2826",1990-04-28 17:00:00,NA,NA,NA,NA,NA
"2827",1990-04-28 18:00:00,NA,NA,NA,NA,NA
"2828",1990-04-28 19:00:00,NA,NA,NA,NA,NA
"2829",1990-04-28 20:00:00,NA,NA,NA,NA,NA
"2830",1990-04-28 21:00:00,NA,NA,NA,NA,NA
"2831",1990-04-28 22:00:00,NA,NA,NA,NA,NA
"2832",1990-04-28 23:00:00,NA,NA,NA,NA,NA
"2833",1990-04-29 00:00:00,NA,NA,NA,NA,NA
"2834",1990-04-29 01:00:00,NA,NA,NA,NA,NA
"2835",1990-04-29 02:00:00,NA,NA,NA,NA,NA
"2836",1990-04-29 03:00:00,NA,NA,NA,NA,NA
"2837",1990-04-29 04:00:00,NA,NA,NA,NA,NA
"2838",1990-04-29 05:00:00,NA,NA,NA,NA,NA
"2839",1990-04-29 06:00:00,NA,NA,NA,NA,NA
"2840",1990-04-29 07:00:00,NA,NA,NA,NA,NA
"2841",1990-04-29 08:00:00,NA,NA,NA,NA,NA
"2842",1990-04-29 09:00:00,NA,NA,NA,NA,NA
"2843",1990-04-29 10:00:00,NA,NA,NA,NA,NA
"2844",1990-04-29 11:00:00,NA,NA,NA,NA,NA
"2845",1990-04-29 12:00:00,NA,NA,NA,NA,NA
"2846",1990-04-29 13:00:00,NA,NA,NA,NA,NA
"2847",1990-04-29 14:00:00,NA,NA,NA,NA,NA
"2848",1990-04-29 15:00:00,NA,NA,NA,NA,NA
"2849",1990-04-29 16:00:00,NA,NA,NA,NA,NA
"2850",1990-04-29 17:00:00,NA,NA,NA,NA,NA
"2851",1990-04-29 18:00:00,NA,NA,NA,NA,NA
"2852",1990-04-29 19:00:00,NA,NA,NA,NA,NA
"2853",1990-04-29 20:00:00,NA,NA,NA,NA,NA
"2854",1990-04-29 21:00:00,NA,NA,NA,NA,NA
"2855",1990-04-29 22:00:00,NA,NA,NA,NA,NA
"2856",1990-04-29 23:00:00,NA,NA,NA,NA,NA
"2857",1990-04-30 00:00:00,NA,NA,NA,NA,NA
"2858",1990-04-30 01:00:00,NA,NA,NA,NA,NA
"2859",1990-04-30 02:00:00,NA,NA,NA,NA,NA
"2860",1990-04-30 03:00:00,NA,NA,NA,NA,NA
"2861",1990-04-30 04:00:00,NA,NA,NA,NA,NA
"2862",1990-04-30 05:00:00,NA,NA,NA,NA,NA
"2863",1990-04-30 06:00:00,NA,NA,NA,NA,NA
"2864",1990-04-30 07:00:00,NA,NA,NA,NA,NA
"2865",1990-04-30 08:00:00,NA,NA,NA,NA,NA
"2866",1990-04-30 09:00:00,NA,NA,NA,NA,NA
"2867",1990-04-30 10:00:00,NA,NA,NA,NA,NA
"2868",1990-04-30 11:00:00,NA,NA,NA,NA,NA
"2869",1990-04-30 12:00:00,NA,NA,NA,NA,NA
"2870",1990-04-30 13:00:00,NA,NA,NA,NA,NA
"2871",1990-04-30 14:00:00,NA,NA,NA,NA,NA
"2872",1990-04-30 15:00:00,NA,NA,NA,NA,NA
"2873",1990-04-30 16:00:00,NA,NA,NA,NA,NA
"2874",1990-04-30 17:00:00,NA,NA,NA,NA,NA
"2875",1990-04-30 18:00:00,NA,NA,NA,NA,NA
"2876",1990-04-30 19:00:00,NA,NA,NA,NA,NA
"2877",1990-04-30 20:00:00,NA,NA,NA,NA,NA
"2878",1990-04-30 21:00:00,NA,NA,NA,NA,NA
"2879",1990-04-30 22:00:00,NA,NA,NA,NA,NA
"2880",1990-04-30 23:00:00,NA,NA,NA,NA,NA
"2881",1990-05-01 00:00:00,NA,NA,NA,NA,NA
"2882",1990-05-01 01:00:00,NA,NA,NA,NA,NA
"2883",1990-05-01 02:00:00,NA,NA,NA,NA,NA
"2884",1990-05-01 03:00:00,NA,NA,NA,NA,NA
"2885",1990-05-01 04:00:00,NA,NA,NA,NA,NA
"2886",1990-05-01 05:00:00,NA,NA,NA,NA,NA
"2887",1990-05-01 06:00:00,NA,NA,NA,NA,NA
"2888",1990-05-01 07:00:00,NA,NA,NA,NA,NA
"2889",1990-05-01 08:00:00,NA,NA,NA,NA,NA
"2890",1990-05-01 09:00:00,NA,NA,NA,NA,NA
"2891",1990-05-01 10:00:00,NA,NA,NA,NA,NA
"2892",1990-05-01 11:00:00,NA,NA,NA,NA,NA
"2893",1990-05-01 12:00:00,NA,NA,NA,NA,NA
"2894",1990-05-01 13:00:00,NA,NA,NA,NA,NA
"2895",1990-05-01 14:00:00,NA,NA,NA,NA,NA
"2896",1990-05-01 15:00:00,NA,NA,NA,NA,NA
"2897",1990-05-01 16:00:00,NA,NA,NA,NA,NA
"2898",1990-05-01 17:00:00,NA,NA,NA,NA,NA
"2899",1990-05-01 18:00:00,NA,NA,NA,NA,NA
"2900",1990-05-01 19:00:00,NA,NA,NA,NA,NA
"2901",1990-05-01 20:00:00,NA,NA,NA,NA,NA
"2902",1990-05-01 21:00:00,NA,NA,NA,NA,NA
"2903",1990-05-01 22:00:00,NA,NA,NA,NA,NA
"2904",1990-05-01 23:00:00,NA,NA,NA,NA,NA
"2905",1990-05-02 00:00:00,NA,NA,NA,NA,NA
"2906",1990-05-02 01:00:00,NA,NA,NA,NA,NA
"2907",1990-05-02 02:00:00,NA,NA,NA,NA,NA
"2908",1990-05-02 03:00:00,NA,NA,NA,NA,NA
"2909",1990-05-02 04:00:00,NA,NA,NA,NA,NA
"2910",1990-05-02 05:00:00,NA,NA,NA,NA,NA
"2911",1990-05-02 06:00:00,NA,NA,NA,NA,NA
"2912",1990-05-02 07:00:00,NA,NA,NA,NA,NA
"2913",1990-05-02 08:00:00,NA,NA,NA,NA,NA
"2914",1990-05-02 09:00:00,NA,NA,NA,NA,NA
"2915",1990-05-02 10:00:00,NA,NA,NA,NA,NA
"2916",1990-05-02 11:00:00,NA,NA,NA,NA,NA
"2917",1990-05-02 12:00:00,NA,NA,NA,NA,NA
"2918",1990-05-02 13:00:00,NA,NA,NA,NA,NA
"2919",1990-05-02 14:00:00,NA,NA,NA,NA,NA
"2920",1990-05-02 15:00:00,NA,NA,NA,NA,NA
"2921",1990-05-02 16:00:00,NA,NA,NA,NA,NA
"2922",1990-05-02 17:00:00,NA,NA,NA,NA,NA
"2923",1990-05-02 18:00:00,NA,NA,NA,NA,NA
"2924",1990-05-02 19:00:00,NA,NA,NA,NA,NA
"2925",1990-05-02 20:00:00,NA,NA,NA,NA,NA
"2926",1990-05-02 21:00:00,NA,NA,NA,NA,NA
"2927",1990-05-02 22:00:00,NA,NA,NA,NA,NA
"2928",1990-05-02 23:00:00,NA,NA,NA,NA,NA
"2929",1990-05-03 00:00:00,NA,NA,NA,NA,NA
"2930",1990-05-03 01:00:00,NA,NA,NA,NA,NA
"2931",1990-05-03 02:00:00,NA,NA,NA,NA,NA
"2932",1990-05-03 03:00:00,NA,NA,NA,NA,NA
"2933",1990-05-03 04:00:00,NA,NA,NA,NA,NA
"2934",1990-05-03 05:00:00,NA,NA,NA,NA,NA
"2935",1990-05-03 06:00:00,NA,NA,NA,NA,NA
"2936",1990-05-03 07:00:00,NA,NA,NA,NA,NA
"2937",1990-05-03 08:00:00,NA,NA,NA,NA,NA
"2938",1990-05-03 09:00:00,NA,NA,NA,NA,NA
"2939",1990-05-03 10:00:00,NA,NA,NA,NA,NA
"2940",1990-05-03 11:00:00,NA,NA,NA,NA,NA
"2941",1990-05-03 12:00:00,NA,NA,NA,NA,NA
"2942",1990-05-03 13:00:00,NA,NA,NA,NA,NA
"2943",1990-05-03 14:00:00,NA,NA,NA,NA,NA
"2944",1990-05-03 15:00:00,NA,NA,NA,NA,NA
"2945",1990-05-03 16:00:00,NA,NA,NA,NA,NA
"2946",1990-05-03 17:00:00,NA,NA,NA,NA,NA
"2947",1990-05-03 18:00:00,NA,NA,NA,NA,NA
"2948",1990-05-03 19:00:00,NA,NA,NA,NA,NA
"2949",1990-05-03 20:00:00,NA,NA,NA,NA,NA
"2950",1990-05-03 21:00:00,NA,NA,NA,NA,NA
"2951",1990-05-03 22:00:00,NA,NA,NA,NA,NA
"2952",1990-05-03 23:00:00,NA,NA,NA,NA,NA
"2953",1990-05-04 00:00:00,NA,NA,NA,NA,NA
"2954",1990-05-04 01:00:00,NA,NA,NA,NA,NA
"2955",1990-05-04 02:00:00,NA,NA,NA,NA,NA
"2956",1990-05-04 03:00:00,NA,NA,NA,NA,NA
"2957",1990-05-04 04:00:00,NA,NA,NA,NA,NA
"2958",1990-05-04 05:00:00,NA,NA,NA,NA,NA
"2959",1990-05-04 06:00:00,NA,NA,NA,NA,NA
"2960",1990-05-04 07:00:00,NA,NA,NA,NA,NA
"2961",1990-05-04 08:00:00,NA,NA,NA,NA,NA
"2962",1990-05-04 09:00:00,NA,NA,NA,NA,NA
"2963",1990-05-04 10:00:00,NA,NA,NA,NA,NA
"2964",1990-05-04 11:00:00,NA,NA,NA,NA,NA
"2965",1990-05-04 12:00:00,NA,NA,NA,NA,NA
"2966",1990-05-04 13:00:00,NA,NA,NA,NA,NA
"2967",1990-05-04 14:00:00,NA,NA,NA,NA,NA
"2968",1990-05-04 15:00:00,NA,NA,NA,NA,NA
"2969",1990-05-04 16:00:00,NA,NA,NA,NA,NA
"2970",1990-05-04 17:00:00,NA,NA,NA,NA,NA
"2971",1990-05-04 18:00:00,NA,NA,NA,NA,NA
"2972",1990-05-04 19:00:00,NA,NA,NA,NA,NA
"2973",1990-05-04 20:00:00,NA,NA,NA,NA,NA
"2974",1990-05-04 21:00:00,NA,NA,NA,NA,NA
"2975",1990-05-04 22:00:00,NA,NA,NA,NA,NA
"2976",1990-05-04 23:00:00,NA,NA,NA,NA,NA
"2977",1990-05-05 00:00:00,NA,NA,NA,NA,NA
"2978",1990-05-05 01:00:00,NA,NA,NA,NA,NA
"2979",1990-05-05 02:00:00,NA,NA,NA,NA,NA
"2980",1990-05-05 03:00:00,NA,NA,NA,NA,NA
"2981",1990-05-05 04:00:00,NA,NA,NA,NA,NA
"2982",1990-05-05 05:00:00,NA,NA,NA,NA,NA
"2983",1990-05-05 06:00:00,NA,NA,NA,NA,NA
"2984",1990-05-05 07:00:00,NA,NA,NA,NA,NA
"2985",1990-05-05 08:00:00,NA,NA,NA,NA,NA
"2986",1990-05-05 09:00:00,NA,NA,NA,NA,NA
"2987",1990-05-05 10:00:00,NA,NA,NA,NA,NA
"2988",1990-05-05 11:00:00,NA,NA,NA,NA,NA
"2989",1990-05-05 12:00:00,NA,NA,NA,NA,NA
"2990",1990-05-05 13:00:00,NA,NA,NA,NA,NA
"2991",1990-05-05 14:00:00,NA,NA,NA,NA,NA
"2992",1990-05-05 15:00:00,NA,NA,NA,NA,NA
"2993",1990-05-05 16:00:00,NA,NA,NA,NA,NA
"2994",1990-05-05 17:00:00,NA,NA,NA,NA,NA
"2995",1990-05-05 18:00:00,NA,NA,NA,NA,NA
"2996",1990-05-05 19:00:00,NA,NA,NA,NA,NA
"2997",1990-05-05 20:00:00,NA,NA,NA,NA,NA
"2998",1990-05-05 21:00:00,NA,NA,NA,NA,NA
"2999",1990-05-05 22:00:00,NA,NA,NA,NA,NA
"3000",1990-05-05 23:00:00,NA,NA,NA,NA,NA
"3001",1990-05-06 00:00:00,NA,NA,NA,NA,NA
"3002",1990-05-06 01:00:00,NA,NA,NA,NA,NA
"3003",1990-05-06 02:00:00,NA,NA,NA,NA,NA
"3004",1990-05-06 03:00:00,NA,NA,NA,NA,NA
"3005",1990-05-06 04:00:00,NA,NA,NA,NA,NA
"3006",1990-05-06 05:00:00,NA,NA,NA,NA,NA
"3007",1990-05-06 06:00:00,NA,NA,NA,NA,NA
"3008",1990-05-06 07:00:00,NA,NA,NA,NA,NA
"3009",1990-05-06 08:00:00,NA,NA,NA,NA,NA
"3010",1990-05-06 09:00:00,NA,NA,NA,NA,NA
"3011",1990-05-06 10:00:00,NA,NA,NA,NA,NA
"3012",1990-05-06 11:00:00,NA,NA,NA,NA,NA
"3013",1990-05-06 12:00:00,NA,NA,NA,NA,NA
"3014",1990-05-06 13:00:00,NA,NA,NA,NA,NA
"3015",1990-05-06 14:00:00,NA,NA,NA,NA,NA
"3016",1990-05-06 15:00:00,NA,NA,NA,NA,NA
"3017",1990-05-06 16:00:00,NA,NA,NA,NA,NA
"3018",1990-05-06 17:00:00,NA,NA,NA,NA,NA
"3019",1990-05-06 18:00:00,NA,NA,NA,NA,NA
"3020",1990-05-06 19:00:00,NA,NA,NA,NA,NA
"3021",1990-05-06 20:00:00,NA,NA,NA,NA,NA
"3022",1990-05-06 21:00:00,NA,NA,NA,NA,NA
"3023",1990-05-06 22:00:00,NA,NA,NA,NA,NA
"3024",1990-05-06 23:00:00,NA,NA,NA,NA,NA
"3025",1990-05-07 00:00:00,NA,NA,NA,NA,NA
"3026",1990-05-07 01:00:00,NA,NA,NA,NA,NA
"3027",1990-05-07 02:00:00,NA,NA,NA,NA,NA
"3028",1990-05-07 03:00:00,NA,NA,NA,NA,NA
"3029",1990-05-07 04:00:00,NA,NA,NA,NA,NA
"3030",1990-05-07 05:00:00,NA,NA,NA,NA,NA
"3031",1990-05-07 06:00:00,NA,NA,NA,NA,NA
"3032",1990-05-07 07:00:00,NA,NA,NA,NA,NA
"3033",1990-05-07 08:00:00,NA,NA,NA,NA,NA
"3034",1990-05-07 09:00:00,NA,NA,NA,NA,NA
"3035",1990-05-07 10:00:00,NA,NA,NA,NA,NA
"3036",1990-05-07 11:00:00,NA,NA,NA,NA,NA
"3037",1990-05-07 12:00:00,NA,NA,NA,NA,NA
"3038",1990-05-07 13:00:00,NA,NA,NA,NA,NA
"3039",1990-05-07 14:00:00,NA,NA,NA,NA,NA
"3040",1990-05-07 15:00:00,NA,NA,NA,NA,NA
"3041",1990-05-07 16:00:00,NA,NA,NA,NA,NA
"3042",1990-05-07 17:00:00,NA,NA,NA,NA,NA
"3043",1990-05-07 18:00:00,NA,NA,NA,NA,NA
"3044",1990-05-07 19:00:00,NA,NA,NA,NA,NA
"3045",1990-05-07 20:00:00,NA,NA,NA,NA,NA
"3046",1990-05-07 21:00:00,NA,NA,NA,NA,NA
"3047",1990-05-07 22:00:00,NA,NA,NA,NA,NA
"3048",1990-05-07 23:00:00,NA,NA,NA,NA,NA
"3049",1990-05-08 00:00:00,NA,NA,NA,NA,NA
"3050",1990-05-08 01:00:00,NA,NA,NA,NA,NA
"3051",1990-05-08 02:00:00,NA,NA,NA,NA,NA
"3052",1990-05-08 03:00:00,NA,NA,NA,NA,NA
"3053",1990-05-08 04:00:00,NA,NA,NA,NA,NA
"3054",1990-05-08 05:00:00,NA,NA,NA,NA,NA
"3055",1990-05-08 06:00:00,NA,NA,NA,NA,NA
"3056",1990-05-08 07:00:00,NA,NA,NA,NA,NA
"3057",1990-05-08 08:00:00,NA,NA,NA,NA,NA
"3058",1990-05-08 09:00:00,NA,NA,NA,NA,NA
"3059",1990-05-08 10:00:00,NA,NA,NA,NA,NA
"3060",1990-05-08 11:00:00,NA,NA,NA,NA,NA
"3061",1990-05-08 12:00:00,NA,NA,NA,NA,NA
"3062",1990-05-08 13:00:00,NA,NA,NA,NA,NA
"3063",1990-05-08 14:00:00,NA,NA,NA,NA,NA
"3064",1990-05-08 15:00:00,NA,NA,NA,NA,NA
"3065",1990-05-08 16:00:00,NA,NA,NA,NA,NA
"3066",1990-05-08 17:00:00,NA,NA,NA,NA,NA
"3067",1990-05-08 18:00:00,NA,NA,NA,NA,NA
"3068",1990-05-08 19:00:00,NA,NA,NA,NA,NA
"3069",1990-05-08 20:00:00,NA,NA,NA,NA,NA
"3070",1990-05-08 21:00:00,NA,NA,NA,NA,NA
"3071",1990-05-08 22:00:00,NA,NA,NA,NA,NA
"3072",1990-05-08 23:00:00,NA,NA,NA,NA,NA
"3073",1990-05-09 00:00:00,NA,NA,NA,NA,NA
"3074",1990-05-09 01:00:00,NA,NA,NA,NA,NA
"3075",1990-05-09 02:00:00,NA,NA,NA,NA,NA
"3076",1990-05-09 03:00:00,NA,NA,NA,NA,NA
"3077",1990-05-09 04:00:00,NA,NA,NA,NA,NA
"3078",1990-05-09 05:00:00,NA,NA,NA,NA,NA
"3079",1990-05-09 06:00:00,NA,NA,NA,NA,NA
"3080",1990-05-09 07:00:00,NA,NA,NA,NA,NA
"3081",1990-05-09 08:00:00,NA,NA,NA,NA,NA
"3082",1990-05-09 09:00:00,NA,NA,NA,NA,NA
"3083",1990-05-09 10:00:00,NA,NA,NA,NA,NA
"3084",1990-05-09 11:00:00,NA,NA,NA,NA,NA
"3085",1990-05-09 12:00:00,NA,NA,NA,NA,NA
"3086",1990-05-09 13:00:00,NA,NA,NA,NA,NA
"3087",1990-05-09 14:00:00,NA,NA,NA,NA,NA
"3088",1990-05-09 15:00:00,NA,NA,NA,NA,NA
"3089",1990-05-09 16:00:00,NA,NA,NA,NA,NA
"3090",1990-05-09 17:00:00,NA,NA,NA,NA,NA
"3091",1990-05-09 18:00:00,NA,NA,NA,NA,NA
"3092",1990-05-09 19:00:00,NA,NA,NA,NA,NA
"3093",1990-05-09 20:00:00,NA,NA,NA,NA,NA
"3094",1990-05-09 21:00:00,NA,NA,NA,NA,NA
"3095",1990-05-09 22:00:00,NA,NA,NA,NA,NA
"3096",1990-05-09 23:00:00,NA,NA,NA,NA,NA
"3097",1990-05-10 00:00:00,NA,NA,NA,NA,NA
"3098",1990-05-10 01:00:00,NA,NA,NA,NA,NA
"3099",1990-05-10 02:00:00,NA,NA,NA,NA,NA
"3100",1990-05-10 03:00:00,NA,NA,NA,NA,NA
"3101",1990-05-10 04:00:00,NA,NA,NA,NA,NA
"3102",1990-05-10 05:00:00,NA,NA,NA,NA,NA
"3103",1990-05-10 06:00:00,NA,NA,NA,NA,NA
"3104",1990-05-10 07:00:00,NA,NA,NA,NA,NA
"3105",1990-05-10 08:00:00,NA,NA,NA,NA,NA
"3106",1990-05-10 09:00:00,NA,NA,NA,NA,NA
"3107",1990-05-10 10:00:00,NA,NA,NA,NA,NA
"3108",1990-05-10 11:00:00,NA,NA,NA,NA,NA
"3109",1990-05-10 12:00:00,NA,NA,NA,NA,NA
"3110",1990-05-10 13:00:00,NA,NA,NA,NA,NA
"3111",1990-05-10 14:00:00,NA,NA,NA,NA,NA
"3112",1990-05-10 15:00:00,NA,NA,NA,NA,NA
"3113",1990-05-10 16:00:00,NA,NA,NA,NA,NA
"3114",1990-05-10 17:00:00,NA,NA,NA,NA,NA
"3115",1990-05-10 18:00:00,NA,NA,NA,NA,NA
"3116",1990-05-10 19:00:00,NA,NA,NA,NA,NA
"3117",1990-05-10 20:00:00,NA,NA,NA,NA,NA
"3118",1990-05-10 21:00:00,NA,NA,NA,NA,NA
"3119",1990-05-10 22:00:00,NA,NA,NA,NA,NA
"3120",1990-05-10 23:00:00,NA,NA,NA,NA,NA
"3121",1990-05-11 00:00:00,NA,NA,NA,NA,NA
"3122",1990-05-11 01:00:00,NA,NA,NA,NA,NA
"3123",1990-05-11 02:00:00,NA,NA,NA,NA,NA
"3124",1990-05-11 03:00:00,NA,NA,NA,NA,NA
"3125",1990-05-11 04:00:00,NA,NA,NA,NA,NA
"3126",1990-05-11 05:00:00,NA,NA,NA,NA,NA
"3127",1990-05-11 06:00:00,NA,NA,NA,NA,NA
"3128",1990-05-11 07:00:00,NA,NA,NA,NA,NA
"3129",1990-05-11 08:00:00,NA,NA,NA,NA,NA
"3130",1990-05-11 09:00:00,NA,NA,NA,NA,NA
"3131",1990-05-11 10:00:00,NA,NA,NA,NA,NA
"3132",1990-05-11 11:00:00,NA,NA,NA,NA,NA
"3133",1990-05-11 12:00:00,NA,NA,NA,NA,NA
"3134",1990-05-11 13:00:00,NA,NA,NA,NA,NA
"3135",1990-05-11 14:00:00,NA,NA,NA,NA,NA
"3136",1990-05-11 15:00:00,NA,NA,NA,NA,NA
"3137",1990-05-11 16:00:00,NA,NA,NA,NA,NA
"3138",1990-05-11 17:00:00,NA,NA,NA,NA,NA
"3139",1990-05-11 18:00:00,NA,NA,NA,NA,NA
"3140",1990-05-11 19:00:00,NA,NA,NA,NA,NA
"3141",1990-05-11 20:00:00,NA,NA,NA,NA,NA
"3142",1990-05-11 21:00:00,NA,NA,NA,NA,NA
"3143",1990-05-11 22:00:00,NA,NA,NA,NA,NA
"3144",1990-05-11 23:00:00,NA,NA,NA,NA,NA
"3145",1990-05-12 00:00:00,NA,NA,NA,NA,NA
"3146",1990-05-12 01:00:00,NA,NA,NA,NA,NA
"3147",1990-05-12 02:00:00,NA,NA,NA,NA,NA
"3148",1990-05-12 03:00:00,NA,NA,NA,NA,NA
"3149",1990-05-12 04:00:00,NA,NA,NA,NA,NA
"3150",1990-05-12 05:00:00,NA,NA,NA,NA,NA
"3151",1990-05-12 06:00:00,NA,NA,NA,NA,NA
"3152",1990-05-12 07:00:00,NA,NA,NA,NA,NA
"3153",1990-05-12 08:00:00,NA,NA,NA,NA,NA
"3154",1990-05-12 09:00:00,NA,NA,NA,NA,NA
"3155",1990-05-12 10:00:00,NA,NA,NA,NA,NA
"3156",1990-05-12 11:00:00,NA,NA,NA,NA,NA
"3157",1990-05-12 12:00:00,NA,NA,NA,NA,NA
"3158",1990-05-12 13:00:00,NA,NA,NA,NA,NA
"3159",1990-05-12 14:00:00,NA,NA,NA,NA,NA
"3160",1990-05-12 15:00:00,NA,NA,NA,NA,NA
"3161",1990-05-12 16:00:00,NA,NA,NA,NA,NA
"3162",1990-05-12 17:00:00,NA,NA,NA,NA,NA
"3163",1990-05-12 18:00:00,NA,NA,NA,NA,NA
"3164",1990-05-12 19:00:00,NA,NA,NA,NA,NA
"3165",1990-05-12 20:00:00,NA,NA,NA,NA,NA
"3166",1990-05-12 21:00:00,NA,NA,NA,NA,NA
"3167",1990-05-12 22:00:00,NA,NA,NA,NA,NA
"3168",1990-05-12 23:00:00,NA,NA,NA,NA,NA
"3169",1990-05-13 00:00:00,NA,NA,NA,NA,NA
"3170",1990-05-13 01:00:00,NA,NA,NA,NA,NA
"3171",1990-05-13 02:00:00,NA,NA,NA,NA,NA
"3172",1990-05-13 03:00:00,NA,NA,NA,NA,NA
"3173",1990-05-13 04:00:00,NA,NA,NA,NA,NA
"3174",1990-05-13 05:00:00,NA,NA,NA,NA,NA
"3175",1990-05-13 06:00:00,NA,NA,NA,NA,NA
"3176",1990-05-13 07:00:00,NA,NA,NA,NA,NA
"3177",1990-05-13 08:00:00,NA,NA,NA,NA,NA
"3178",1990-05-13 09:00:00,NA,NA,NA,NA,NA
"3179",1990-05-13 10:00:00,NA,NA,NA,NA,NA
"3180",1990-05-13 11:00:00,NA,NA,NA,NA,NA
"3181",1990-05-13 12:00:00,NA,NA,NA,NA,NA
"3182",1990-05-13 13:00:00,NA,NA,NA,NA,NA
"3183",1990-05-13 14:00:00,NA,NA,NA,NA,NA
"3184",1990-05-13 15:00:00,NA,NA,NA,NA,NA
"3185",1990-05-13 16:00:00,NA,NA,NA,NA,NA
"3186",1990-05-13 17:00:00,NA,NA,NA,NA,NA
"3187",1990-05-13 18:00:00,NA,NA,NA,NA,NA
"3188",1990-05-13 19:00:00,NA,NA,NA,NA,NA
"3189",1990-05-13 20:00:00,NA,NA,NA,NA,NA
"3190",1990-05-13 21:00:00,NA,NA,NA,NA,NA
"3191",1990-05-13 22:00:00,NA,NA,NA,NA,NA
"3192",1990-05-13 23:00:00,NA,NA,NA,NA,NA
"3193",1990-05-14 00:00:00,NA,NA,NA,NA,NA
"3194",1990-05-14 01:00:00,NA,NA,NA,NA,NA
"3195",1990-05-14 02:00:00,NA,NA,NA,NA,NA
"3196",1990-05-14 03:00:00,NA,NA,NA,NA,NA
"3197",1990-05-14 04:00:00,NA,NA,NA,NA,NA
"3198",1990-05-14 05:00:00,NA,NA,NA,NA,NA
"3199",1990-05-14 06:00:00,NA,NA,NA,NA,NA
"3200",1990-05-14 07:00:00,NA,NA,NA,NA,NA
"3201",1990-05-14 08:00:00,NA,NA,NA,NA,NA
"3202",1990-05-14 09:00:00,NA,NA,NA,NA,NA
"3203",1990-05-14 10:00:00,NA,NA,NA,NA,NA
"3204",1990-05-14 11:00:00,NA,NA,NA,NA,NA
"3205",1990-05-14 12:00:00,NA,NA,NA,NA,NA
"3206",1990-05-14 13:00:00,NA,NA,NA,NA,NA
"3207",1990-05-14 14:00:00,NA,NA,NA,NA,NA
"3208",1990-05-14 15:00:00,NA,NA,NA,NA,NA
