"","dates","DOY","hour","forage.time.minute","forage.bout.minute","zen"
"7430",1990-11-06 13:00:00,NA,NA,NA,NA,NA
"7431",1990-11-06 14:00:00,NA,NA,NA,NA,NA
"7432",1990-11-06 15:00:00,NA,NA,NA,NA,NA
"7433",1990-11-06 16:00:00,NA,NA,NA,NA,NA
"7434",1990-11-06 17:00:00,NA,NA,NA,NA,NA
"7435",1990-11-06 18:00:00,NA,NA,NA,NA,NA
"7436",1990-11-06 19:00:00,NA,NA,NA,NA,NA
"7437",1990-11-06 20:00:00,NA,NA,NA,NA,NA
"7438",1990-11-06 21:00:00,NA,NA,NA,NA,NA
"7439",1990-11-06 22:00:00,NA,NA,NA,NA,NA
"7440",1990-11-06 23:00:00,NA,NA,NA,NA,NA
"7441",1990-11-07 00:00:00,NA,NA,NA,NA,NA
"7442",1990-11-07 01:00:00,NA,NA,NA,NA,NA
"7443",1990-11-07 02:00:00,NA,NA,NA,NA,NA
"7444",1990-11-07 03:00:00,NA,NA,NA,NA,NA
"7445",1990-11-07 04:00:00,NA,NA,NA,NA,NA
"7446",1990-11-07 05:00:00,NA,NA,NA,NA,NA
"7447",1990-11-07 06:00:00,NA,NA,NA,NA,NA
"7448",1990-11-07 07:00:00,NA,NA,NA,NA,NA
"7449",1990-11-07 08:00:00,NA,NA,NA,NA,NA
"7450",1990-11-07 09:00:00,NA,NA,NA,NA,NA
"7451",1990-11-07 10:00:00,NA,NA,NA,NA,NA
"7452",1990-11-07 11:00:00,NA,NA,NA,NA,NA
"7453",1990-11-07 12:00:00,NA,NA,NA,NA,NA
"7454",1990-11-07 13:00:00,NA,NA,NA,NA,NA
"7455",1990-11-07 14:00:00,NA,NA,NA,NA,NA
"7456",1990-11-07 15:00:00,NA,NA,NA,NA,NA
"7457",1990-11-07 16:00:00,NA,NA,NA,NA,NA
"7458",1990-11-07 17:00:00,NA,NA,NA,NA,NA
"7459",1990-11-07 18:00:00,NA,NA,NA,NA,NA
"7460",1990-11-07 19:00:00,NA,NA,NA,NA,NA
"7461",1990-11-07 20:00:00,NA,NA,NA,NA,NA
"7462",1990-11-07 21:00:00,NA,NA,NA,NA,NA
"7463",1990-11-07 22:00:00,NA,NA,NA,NA,NA
"7464",1990-11-07 23:00:00,NA,NA,NA,NA,NA
"7465",1990-11-08 00:00:00,NA,NA,NA,NA,NA
"7466",1990-11-08 01:00:00,NA,NA,NA,NA,NA
"7467",1990-11-08 02:00:00,NA,NA,NA,NA,NA
"7468",1990-11-08 03:00:00,NA,NA,NA,NA,NA
"7469",1990-11-08 04:00:00,NA,NA,NA,NA,NA
"7470",1990-11-08 05:00:00,NA,NA,NA,NA,NA
"7471",1990-11-08 06:00:00,NA,NA,NA,NA,NA
"7472",1990-11-08 07:00:00,NA,NA,NA,NA,NA
"7473",1990-11-08 08:00:00,NA,NA,NA,NA,NA
"7474",1990-11-08 09:00:00,NA,NA,NA,NA,NA
"7475",1990-11-08 10:00:00,NA,NA,NA,NA,NA
"7476",1990-11-08 11:00:00,NA,NA,NA,NA,NA
"7477",1990-11-08 12:00:00,NA,NA,NA,NA,NA
"7478",1990-11-08 13:00:00,NA,NA,NA,NA,NA
"7479",1990-11-08 14:00:00,NA,NA,NA,NA,NA
"7480",1990-11-08 15:00:00,NA,NA,NA,NA,NA
"7481",1990-11-08 16:00:00,NA,NA,NA,NA,NA
"7482",1990-11-08 17:00:00,NA,NA,NA,NA,NA
"7483",1990-11-08 18:00:00,NA,NA,NA,NA,NA
"7484",1990-11-08 19:00:00,NA,NA,NA,NA,NA
"7485",1990-11-08 20:00:00,NA,NA,NA,NA,NA
"7486",1990-11-08 21:00:00,NA,NA,NA,NA,NA
"7487",1990-11-08 22:00:00,NA,NA,NA,NA,NA
"7488",1990-11-08 23:00:00,NA,NA,NA,NA,NA
"7489",1990-11-09 00:00:00,NA,NA,NA,NA,NA
"7490",1990-11-09 01:00:00,NA,NA,NA,NA,NA
"7491",1990-11-09 02:00:00,NA,NA,NA,NA,NA
"7492",1990-11-09 03:00:00,NA,NA,NA,NA,NA
"7493",1990-11-09 04:00:00,NA,NA,NA,NA,NA
"7494",1990-11-09 05:00:00,NA,NA,NA,NA,NA
"7495",1990-11-09 06:00:00,NA,NA,NA,NA,NA
"7496",1990-11-09 07:00:00,NA,NA,NA,NA,NA
"7497",1990-11-09 08:00:00,NA,NA,NA,NA,NA
"7498",1990-11-09 09:00:00,NA,NA,NA,NA,NA
"7499",1990-11-09 10:00:00,NA,NA,NA,NA,NA
"7500",1990-11-09 11:00:00,NA,NA,NA,NA,NA
"7501",1990-11-09 12:00:00,NA,NA,NA,NA,NA
"7502",1990-11-09 13:00:00,NA,NA,NA,NA,NA
"7503",1990-11-09 14:00:00,NA,NA,NA,NA,NA
"7504",1990-11-09 15:00:00,NA,NA,NA,NA,NA
"7505",1990-11-09 16:00:00,NA,NA,NA,NA,NA
"7506",1990-11-09 17:00:00,NA,NA,NA,NA,NA
"7507",1990-11-09 18:00:00,NA,NA,NA,NA,NA
"7508",1990-11-09 19:00:00,NA,NA,NA,NA,NA
"7509",1990-11-09 20:00:00,NA,NA,NA,NA,NA
"7510",1990-11-09 21:00:00,NA,NA,NA,NA,NA
"7511",1990-11-09 22:00:00,NA,NA,NA,NA,NA
"7512",1990-11-09 23:00:00,NA,NA,NA,NA,NA
"7513",1990-11-10 00:00:00,NA,NA,NA,NA,NA
"7514",1990-11-10 01:00:00,NA,NA,NA,NA,NA
"7515",1990-11-10 02:00:00,NA,NA,NA,NA,NA
"7516",1990-11-10 03:00:00,NA,NA,NA,NA,NA
"7517",1990-11-10 04:00:00,NA,NA,NA,NA,NA
"7518",1990-11-10 05:00:00,NA,NA,NA,NA,NA
"7519",1990-11-10 06:00:00,NA,NA,NA,NA,NA
"7520",1990-11-10 07:00:00,NA,NA,NA,NA,NA
"7521",1990-11-10 08:00:00,NA,NA,NA,NA,NA
"7522",1990-11-10 09:00:00,NA,NA,NA,NA,NA
"7523",1990-11-10 10:00:00,NA,NA,NA,NA,NA
"7524",1990-11-10 11:00:00,NA,NA,NA,NA,NA
"7525",1990-11-10 12:00:00,NA,NA,NA,NA,NA
"7526",1990-11-10 13:00:00,NA,NA,NA,NA,NA
"7527",1990-11-10 14:00:00,NA,NA,NA,NA,NA
"7528",1990-11-10 15:00:00,NA,NA,NA,NA,NA
"7529",1990-11-10 16:00:00,NA,NA,NA,NA,NA
"7530",1990-11-10 17:00:00,NA,NA,NA,NA,NA
"7531",1990-11-10 18:00:00,NA,NA,NA,NA,NA
"7532",1990-11-10 19:00:00,NA,NA,NA,NA,NA
"7533",1990-11-10 20:00:00,NA,NA,NA,NA,NA
"7534",1990-11-10 21:00:00,NA,NA,NA,NA,NA
"7535",1990-11-10 22:00:00,NA,NA,NA,NA,NA
"7536",1990-11-10 23:00:00,NA,NA,NA,NA,NA
"7537",1990-11-11 00:00:00,NA,NA,NA,NA,NA
"7538",1990-11-11 01:00:00,NA,NA,NA,NA,NA
"7539",1990-11-11 02:00:00,NA,NA,NA,NA,NA
"7540",1990-11-11 03:00:00,NA,NA,NA,NA,NA
"7541",1990-11-11 04:00:00,NA,NA,NA,NA,NA
"7542",1990-11-11 05:00:00,NA,NA,NA,NA,NA
"7543",1990-11-11 06:00:00,NA,NA,NA,NA,NA
"7544",1990-11-11 07:00:00,NA,NA,NA,NA,NA
"7545",1990-11-11 08:00:00,NA,NA,NA,NA,NA
"7546",1990-11-11 09:00:00,NA,NA,NA,NA,NA
"7547",1990-11-11 10:00:00,NA,NA,NA,NA,NA
"7548",1990-11-11 11:00:00,NA,NA,NA,NA,NA
"7549",1990-11-11 12:00:00,NA,NA,NA,NA,NA
"7550",1990-11-11 13:00:00,NA,NA,NA,NA,NA
"7551",1990-11-11 14:00:00,NA,NA,NA,NA,NA
"7552",1990-11-11 15:00:00,NA,NA,NA,NA,NA
"7553",1990-11-11 16:00:00,NA,NA,NA,NA,NA
"7554",1990-11-11 17:00:00,NA,NA,NA,NA,NA
"7555",1990-11-11 18:00:00,NA,NA,NA,NA,NA
"7556",1990-11-11 19:00:00,NA,NA,NA,NA,NA
"7557",1990-11-11 20:00:00,NA,NA,NA,NA,NA
"7558",1990-11-11 21:00:00,NA,NA,NA,NA,NA
"7559",1990-11-11 22:00:00,NA,NA,NA,NA,NA
"7560",1990-11-11 23:00:00,NA,NA,NA,NA,NA
"7561",1990-11-12 00:00:00,NA,NA,NA,NA,NA
"7562",1990-11-12 01:00:00,NA,NA,NA,NA,NA
"7563",1990-11-12 02:00:00,NA,NA,NA,NA,NA
"7564",1990-11-12 03:00:00,NA,NA,NA,NA,NA
"7565",1990-11-12 04:00:00,NA,NA,NA,NA,NA
"7566",1990-11-12 05:00:00,NA,NA,NA,NA,NA
"7567",1990-11-12 06:00:00,NA,NA,NA,NA,NA
"7568",1990-11-12 07:00:00,NA,NA,NA,NA,NA
"7569",1990-11-12 08:00:00,NA,NA,NA,NA,NA
"7570",1990-11-12 09:00:00,NA,NA,NA,NA,NA
"7571",1990-11-12 10:00:00,NA,NA,NA,NA,NA
"7572",1990-11-12 11:00:00,NA,NA,NA,NA,NA
"7573",1990-11-12 12:00:00,NA,NA,NA,NA,NA
"7574",1990-11-12 13:00:00,NA,NA,NA,NA,NA
"7575",1990-11-12 14:00:00,NA,NA,NA,NA,NA
"7576",1990-11-12 15:00:00,NA,NA,NA,NA,NA
"7577",1990-11-12 16:00:00,NA,NA,NA,NA,NA
"7578",1990-11-12 17:00:00,NA,NA,NA,NA,NA
"7579",1990-11-12 18:00:00,NA,NA,NA,NA,NA
"7580",1990-11-12 19:00:00,NA,NA,NA,NA,NA
"7581",1990-11-12 20:00:00,NA,NA,NA,NA,NA
"7582",1990-11-12 21:00:00,NA,NA,NA,NA,NA
"7583",1990-11-12 22:00:00,NA,NA,NA,NA,NA
"7584",1990-11-12 23:00:00,NA,NA,NA,NA,NA
"7585",1990-11-13 00:00:00,NA,NA,NA,NA,NA
"7586",1990-11-13 01:00:00,NA,NA,NA,NA,NA
"7587",1990-11-13 02:00:00,NA,NA,NA,NA,NA
"7588",1990-11-13 03:00:00,NA,NA,NA,NA,NA
"7589",1990-11-13 04:00:00,NA,NA,NA,NA,NA
"7590",1990-11-13 05:00:00,NA,NA,NA,NA,NA
"7591",1990-11-13 06:00:00,NA,NA,NA,NA,NA
"7592",1990-11-13 07:00:00,NA,NA,NA,NA,NA
"7593",1990-11-13 08:00:00,NA,NA,NA,NA,NA
"7594",1990-11-13 09:00:00,NA,NA,NA,NA,NA
"7595",1990-11-13 10:00:00,NA,NA,NA,NA,NA
"7596",1990-11-13 11:00:00,NA,NA,NA,NA,NA
"7597",1990-11-13 12:00:00,NA,NA,NA,NA,NA
"7598",1990-11-13 13:00:00,NA,NA,NA,NA,NA
"7599",1990-11-13 14:00:00,NA,NA,NA,NA,NA
"7600",1990-11-13 15:00:00,NA,NA,NA,NA,NA
"7601",1990-11-13 16:00:00,NA,NA,NA,NA,NA
"7602",1990-11-13 17:00:00,NA,NA,NA,NA,NA
"7603",1990-11-13 18:00:00,NA,NA,NA,NA,NA
"7604",1990-11-13 19:00:00,NA,NA,NA,NA,NA
"7605",1990-11-13 20:00:00,NA,NA,NA,NA,NA
"7606",1990-11-13 21:00:00,NA,NA,NA,NA,NA
"7607",1990-11-13 22:00:00,NA,NA,NA,NA,NA
"7608",1990-11-13 23:00:00,NA,NA,NA,NA,NA
"7609",1990-11-14 00:00:00,NA,NA,NA,NA,NA
"7610",1990-11-14 01:00:00,NA,NA,NA,NA,NA
"7611",1990-11-14 02:00:00,NA,NA,NA,NA,NA
"7612",1990-11-14 03:00:00,NA,NA,NA,NA,NA
"7613",1990-11-14 04:00:00,NA,NA,NA,NA,NA
"7614",1990-11-14 05:00:00,NA,NA,NA,NA,NA
"7615",1990-11-14 06:00:00,NA,NA,NA,NA,NA
"7616",1990-11-14 07:00:00,NA,NA,NA,NA,NA
"7617",1990-11-14 08:00:00,NA,NA,NA,NA,NA
"7618",1990-11-14 09:00:00,NA,NA,NA,NA,NA
"7619",1990-11-14 10:00:00,NA,NA,NA,NA,NA
"7620",1990-11-14 11:00:00,NA,NA,NA,NA,NA
"7621",1990-11-14 12:00:00,NA,NA,NA,NA,NA
"7622",1990-11-14 13:00:00,NA,NA,NA,NA,NA
"7623",1990-11-14 14:00:00,NA,NA,NA,NA,NA
"7624",1990-11-14 15:00:00,NA,NA,NA,NA,NA
"7625",1990-11-14 16:00:00,NA,NA,NA,NA,NA
"7626",1990-11-14 17:00:00,NA,NA,NA,NA,NA
"7627",1990-11-14 18:00:00,NA,NA,NA,NA,NA
"7628",1990-11-14 19:00:00,NA,NA,NA,NA,NA
"7629",1990-11-14 20:00:00,NA,NA,NA,NA,NA
"7630",1990-11-14 21:00:00,NA,NA,NA,NA,NA
"7631",1990-11-14 22:00:00,NA,NA,NA,NA,NA
"7632",1990-11-14 23:00:00,NA,NA,NA,NA,NA
"7633",1990-11-15 00:00:00,NA,NA,NA,NA,NA
"7634",1990-11-15 01:00:00,NA,NA,NA,NA,NA
"7635",1990-11-15 02:00:00,NA,NA,NA,NA,NA
"7636",1990-11-15 03:00:00,NA,NA,NA,NA,NA
"7637",1990-11-15 04:00:00,NA,NA,NA,NA,NA
"7638",1990-11-15 05:00:00,NA,NA,NA,NA,NA
"7639",1990-11-15 06:00:00,NA,NA,NA,NA,NA
"7640",1990-11-15 07:00:00,NA,NA,NA,NA,NA
"7641",1990-11-15 08:00:00,NA,NA,NA,NA,NA
"7642",1990-11-15 09:00:00,NA,NA,NA,NA,NA
"7643",1990-11-15 10:00:00,NA,NA,NA,NA,NA
"7644",1990-11-15 11:00:00,NA,NA,NA,NA,NA
"7645",1990-11-15 12:00:00,NA,NA,NA,NA,NA
"7646",1990-11-15 13:00:00,NA,NA,NA,NA,NA
"7647",1990-11-15 14:00:00,NA,NA,NA,NA,NA
"7648",1990-11-15 15:00:00,NA,NA,NA,NA,NA
"7649",1990-11-15 16:00:00,NA,NA,NA,NA,NA
"7650",1990-11-15 17:00:00,NA,NA,NA,NA,NA
"7651",1990-11-15 18:00:00,NA,NA,NA,NA,NA
"7652",1990-11-15 19:00:00,NA,NA,NA,NA,NA
"7653",1990-11-15 20:00:00,NA,NA,NA,NA,NA
"7654",1990-11-15 21:00:00,NA,NA,NA,NA,NA
"7655",1990-11-15 22:00:00,NA,NA,NA,NA,NA
"7656",1990-11-15 23:00:00,NA,NA,NA,NA,NA
"7657",1990-11-16 00:00:00,NA,NA,NA,NA,NA
"7658",1990-11-16 01:00:00,NA,NA,NA,NA,NA
"7659",1990-11-16 02:00:00,NA,NA,NA,NA,NA
"7660",1990-11-16 03:00:00,NA,NA,NA,NA,NA
"7661",1990-11-16 04:00:00,NA,NA,NA,NA,NA
"7662",1990-11-16 05:00:00,NA,NA,NA,NA,NA
"7663",1990-11-16 06:00:00,NA,NA,NA,NA,NA
"7664",1990-11-16 07:00:00,NA,NA,NA,NA,NA
"7665",1990-11-16 08:00:00,NA,NA,NA,NA,NA
"7666",1990-11-16 09:00:00,NA,NA,NA,NA,NA
"7667",1990-11-16 10:00:00,NA,NA,NA,NA,NA
"7668",1990-11-16 11:00:00,NA,NA,NA,NA,NA
"7669",1990-11-16 12:00:00,NA,NA,NA,NA,NA
"7670",1990-11-16 13:00:00,NA,NA,NA,NA,NA
"7671",1990-11-16 14:00:00,NA,NA,NA,NA,NA
"7672",1990-11-16 15:00:00,NA,NA,NA,NA,NA
"7673",1990-11-16 16:00:00,NA,NA,NA,NA,NA
"7674",1990-11-16 17:00:00,NA,NA,NA,NA,NA
"7675",1990-11-16 18:00:00,NA,NA,NA,NA,NA
"7676",1990-11-16 19:00:00,NA,NA,NA,NA,NA
"7677",1990-11-16 20:00:00,NA,NA,NA,NA,NA
"7678",1990-11-16 21:00:00,NA,NA,NA,NA,NA
"7679",1990-11-16 22:00:00,NA,NA,NA,NA,NA
"7680",1990-11-16 23:00:00,NA,NA,NA,NA,NA
"7681",1990-11-17 00:00:00,NA,NA,NA,NA,NA
"7682",1990-11-17 01:00:00,NA,NA,NA,NA,NA
"7683",1990-11-17 02:00:00,NA,NA,NA,NA,NA
"7684",1990-11-17 03:00:00,NA,NA,NA,NA,NA
"7685",1990-11-17 04:00:00,NA,NA,NA,NA,NA
"7686",1990-11-17 05:00:00,NA,NA,NA,NA,NA
"7687",1990-11-17 06:00:00,NA,NA,NA,NA,NA
"7688",1990-11-17 07:00:00,NA,NA,NA,NA,NA
"7689",1990-11-17 08:00:00,NA,NA,NA,NA,NA
"7690",1990-11-17 09:00:00,NA,NA,NA,NA,NA
"7691",1990-11-17 10:00:00,NA,NA,NA,NA,NA
"7692",1990-11-17 11:00:00,NA,NA,NA,NA,NA
"7693",1990-11-17 12:00:00,NA,NA,NA,NA,NA
"7694",1990-11-17 13:00:00,NA,NA,NA,NA,NA
"7695",1990-11-17 14:00:00,NA,NA,NA,NA,NA
"7696",1990-11-17 15:00:00,NA,NA,NA,NA,NA
"7697",1990-11-17 16:00:00,NA,NA,NA,NA,NA
"7698",1990-11-17 17:00:00,NA,NA,NA,NA,NA
"7699",1990-11-17 18:00:00,NA,NA,NA,NA,NA
"7700",1990-11-17 19:00:00,NA,NA,NA,NA,NA
"7701",1990-11-17 20:00:00,NA,NA,NA,NA,NA
"7702",1990-11-17 21:00:00,NA,NA,NA,NA,NA
"7703",1990-11-17 22:00:00,NA,NA,NA,NA,NA
"7704",1990-11-17 23:00:00,NA,NA,NA,NA,NA
"7705",1990-11-18 00:00:00,NA,NA,NA,NA,NA
"7706",1990-11-18 01:00:00,NA,NA,NA,NA,NA
"7707",1990-11-18 02:00:00,NA,NA,NA,NA,NA
"7708",1990-11-18 03:00:00,NA,NA,NA,NA,NA
"7709",1990-11-18 04:00:00,NA,NA,NA,NA,NA
"7710",1990-11-18 05:00:00,NA,NA,NA,NA,NA
"7711",1990-11-18 06:00:00,NA,NA,NA,NA,NA
"7712",1990-11-18 07:00:00,NA,NA,NA,NA,NA
"7713",1990-11-18 08:00:00,NA,NA,NA,NA,NA
"7714",1990-11-18 09:00:00,NA,NA,NA,NA,NA
"7715",1990-11-18 10:00:00,NA,NA,NA,NA,NA
"7716",1990-11-18 11:00:00,NA,NA,NA,NA,NA
"7717",1990-11-18 12:00:00,NA,NA,NA,NA,NA
"7718",1990-11-18 13:00:00,NA,NA,NA,NA,NA
"7719",1990-11-18 14:00:00,NA,NA,NA,NA,NA
"7720",1990-11-18 15:00:00,NA,NA,NA,NA,NA
"7721",1990-11-18 16:00:00,NA,NA,NA,NA,NA
"7722",1990-11-18 17:00:00,NA,NA,NA,NA,NA
"7723",1990-11-18 18:00:00,NA,NA,NA,NA,NA
"7724",1990-11-18 19:00:00,NA,NA,NA,NA,NA
"7725",1990-11-18 20:00:00,NA,NA,NA,NA,NA
"7726",1990-11-18 21:00:00,NA,NA,NA,NA,NA
"7727",1990-11-18 22:00:00,NA,NA,NA,NA,NA
"7728",1990-11-18 23:00:00,NA,NA,NA,NA,NA
"7729",1990-11-19 00:00:00,NA,NA,NA,NA,NA
"7730",1990-11-19 01:00:00,NA,NA,NA,NA,NA
"7731",1990-11-19 02:00:00,NA,NA,NA,NA,NA
"7732",1990-11-19 03:00:00,NA,NA,NA,NA,NA
"7733",1990-11-19 04:00:00,NA,NA,NA,NA,NA
"7734",1990-11-19 05:00:00,NA,NA,NA,NA,NA
"7735",1990-11-19 06:00:00,NA,NA,NA,NA,NA
"7736",1990-11-19 07:00:00,NA,NA,NA,NA,NA
"7737",1990-11-19 08:00:00,NA,NA,NA,NA,NA
"7738",1990-11-19 09:00:00,NA,NA,NA,NA,NA
"7739",1990-11-19 10:00:00,NA,NA,NA,NA,NA
"7740",1990-11-19 11:00:00,NA,NA,NA,NA,NA
"7741",1990-11-19 12:00:00,NA,NA,NA,NA,NA
"7742",1990-11-19 13:00:00,NA,NA,NA,NA,NA
"7743",1990-11-19 14:00:00,NA,NA,NA,NA,NA
"7744",1990-11-19 15:00:00,NA,NA,NA,NA,NA
"7745",1990-11-19 16:00:00,NA,NA,NA,NA,NA
"7746",1990-11-19 17:00:00,NA,NA,NA,NA,NA
"7747",1990-11-19 18:00:00,NA,NA,NA,NA,NA
"7748",1990-11-19 19:00:00,NA,NA,NA,NA,NA
"7749",1990-11-19 20:00:00,NA,NA,NA,NA,NA
"7750",1990-11-19 21:00:00,NA,NA,NA,NA,NA
"7751",1990-11-19 22:00:00,NA,NA,NA,NA,NA
"7752",1990-11-19 23:00:00,NA,NA,NA,NA,NA
"7753",1990-11-20 00:00:00,NA,NA,NA,NA,NA
"7754",1990-11-20 01:00:00,NA,NA,NA,NA,NA
"7755",1990-11-20 02:00:00,NA,NA,NA,NA,NA
"7756",1990-11-20 03:00:00,NA,NA,NA,NA,NA
"7757",1990-11-20 04:00:00,NA,NA,NA,NA,NA
"7758",1990-11-20 05:00:00,NA,NA,NA,NA,NA
"7759",1990-11-20 06:00:00,NA,NA,NA,NA,NA
"7760",1990-11-20 07:00:00,NA,NA,NA,NA,NA
"7761",1990-11-20 08:00:00,NA,NA,NA,NA,NA
"7762",1990-11-20 09:00:00,NA,NA,NA,NA,NA
"7763",1990-11-20 10:00:00,NA,NA,NA,NA,NA
"7764",1990-11-20 11:00:00,NA,NA,NA,NA,NA
"7765",1990-11-20 12:00:00,NA,NA,NA,NA,NA
"7766",1990-11-20 13:00:00,NA,NA,NA,NA,NA
"7767",1990-11-20 14:00:00,NA,NA,NA,NA,NA
"7768",1990-11-20 15:00:00,NA,NA,NA,NA,NA
"7769",1990-11-20 16:00:00,NA,NA,NA,NA,NA
"7770",1990-11-20 17:00:00,NA,NA,NA,NA,NA
"7771",1990-11-20 18:00:00,NA,NA,NA,NA,NA
"7772",1990-11-20 19:00:00,NA,NA,NA,NA,NA
"7773",1990-11-20 20:00:00,NA,NA,NA,NA,NA
"7774",1990-11-20 21:00:00,NA,NA,NA,NA,NA
"7775",1990-11-20 22:00:00,NA,NA,NA,NA,NA
"7776",1990-11-20 23:00:00,NA,NA,NA,NA,NA
"7777",1990-11-21 00:00:00,NA,NA,NA,NA,NA
"7778",1990-11-21 01:00:00,NA,NA,NA,NA,NA
"7779",1990-11-21 02:00:00,NA,NA,NA,NA,NA
"7780",1990-11-21 03:00:00,NA,NA,NA,NA,NA
"7781",1990-11-21 04:00:00,NA,NA,NA,NA,NA
"7782",1990-11-21 05:00:00,NA,NA,NA,NA,NA
"7783",1990-11-21 06:00:00,NA,NA,NA,NA,NA
"7784",1990-11-21 07:00:00,NA,NA,NA,NA,NA
"7785",1990-11-21 08:00:00,NA,NA,NA,NA,NA
"7786",1990-11-21 09:00:00,NA,NA,NA,NA,NA
"7787",1990-11-21 10:00:00,NA,NA,NA,NA,NA
"7788",1990-11-21 11:00:00,NA,NA,NA,NA,NA
"7789",1990-11-21 12:00:00,NA,NA,NA,NA,NA
"7790",1990-11-21 13:00:00,NA,NA,NA,NA,NA
"7791",1990-11-21 14:00:00,NA,NA,NA,NA,NA
"7792",1990-11-21 15:00:00,NA,NA,NA,NA,NA
"7793",1990-11-21 16:00:00,NA,NA,NA,NA,NA
"7794",1990-11-21 17:00:00,NA,NA,NA,NA,NA
"7795",1990-11-21 18:00:00,NA,NA,NA,NA,NA
"7796",1990-11-21 19:00:00,NA,NA,NA,NA,NA
"7797",1990-11-21 20:00:00,NA,NA,NA,NA,NA
"7798",1990-11-21 21:00:00,NA,NA,NA,NA,NA
"7799",1990-11-21 22:00:00,NA,NA,NA,NA,NA
"7800",1990-11-21 23:00:00,NA,NA,NA,NA,NA
"7801",1990-11-22 00:00:00,NA,NA,NA,NA,NA
"7802",1990-11-22 01:00:00,NA,NA,NA,NA,NA
"7803",1990-11-22 02:00:00,NA,NA,NA,NA,NA
"7804",1990-11-22 03:00:00,NA,NA,NA,NA,NA
"7805",1990-11-22 04:00:00,NA,NA,NA,NA,NA
"7806",1990-11-22 05:00:00,NA,NA,NA,NA,NA
"7807",1990-11-22 06:00:00,NA,NA,NA,NA,NA
"7808",1990-11-22 07:00:00,NA,NA,NA,NA,NA
"7809",1990-11-22 08:00:00,NA,NA,NA,NA,NA
"7810",1990-11-22 09:00:00,NA,NA,NA,NA,NA
"7811",1990-11-22 10:00:00,NA,NA,NA,NA,NA
"7812",1990-11-22 11:00:00,NA,NA,NA,NA,NA
"7813",1990-11-22 12:00:00,NA,NA,NA,NA,NA
"7814",1990-11-22 13:00:00,NA,NA,NA,NA,NA
"7815",1990-11-22 14:00:00,NA,NA,NA,NA,NA
"7816",1990-11-22 15:00:00,NA,NA,NA,NA,NA
"7817",1990-11-22 16:00:00,NA,NA,NA,NA,NA
"7818",1990-11-22 17:00:00,NA,NA,NA,NA,NA
"7819",1990-11-22 18:00:00,NA,NA,NA,NA,NA
"7820",1990-11-22 19:00:00,NA,NA,NA,NA,NA
"7821",1990-11-22 20:00:00,NA,NA,NA,NA,NA
"7822",1990-11-22 21:00:00,NA,NA,NA,NA,NA
"7823",1990-11-22 22:00:00,NA,NA,NA,NA,NA
"7824",1990-11-22 23:00:00,NA,NA,NA,NA,NA
"7825",1990-11-23 00:00:00,NA,NA,NA,NA,NA
"7826",1990-11-23 01:00:00,NA,NA,NA,NA,NA
"7827",1990-11-23 02:00:00,NA,NA,NA,NA,NA
"7828",1990-11-23 03:00:00,NA,NA,NA,NA,NA
"7829",1990-11-23 04:00:00,NA,NA,NA,NA,NA
"7830",1990-11-23 05:00:00,NA,NA,NA,NA,NA
"7831",1990-11-23 06:00:00,NA,NA,NA,NA,NA
"7832",1990-11-23 07:00:00,NA,NA,NA,NA,NA
"7833",1990-11-23 08:00:00,NA,NA,NA,NA,NA
"7834",1990-11-23 09:00:00,NA,NA,NA,NA,NA
"7835",1990-11-23 10:00:00,NA,NA,NA,NA,NA
"7836",1990-11-23 11:00:00,NA,NA,NA,NA,NA
"7837",1990-11-23 12:00:00,NA,NA,NA,NA,NA
"7838",1990-11-23 13:00:00,NA,NA,NA,NA,NA
"7839",1990-11-23 14:00:00,NA,NA,NA,NA,NA
"7840",1990-11-23 15:00:00,NA,NA,NA,NA,NA
"7841",1990-11-23 16:00:00,NA,NA,NA,NA,NA
"7842",1990-11-23 17:00:00,NA,NA,NA,NA,NA
"7843",1990-11-23 18:00:00,NA,NA,NA,NA,NA
"7844",1990-11-23 19:00:00,NA,NA,NA,NA,NA
"7845",1990-11-23 20:00:00,NA,NA,NA,NA,NA
"7846",1990-11-23 21:00:00,NA,NA,NA,NA,NA
"7847",1990-11-23 22:00:00,NA,NA,NA,NA,NA
"7848",1990-11-23 23:00:00,NA,NA,NA,NA,NA
"7849",1990-11-24 00:00:00,NA,NA,NA,NA,NA
"7850",1990-11-24 01:00:00,NA,NA,NA,NA,NA
"7851",1990-11-24 02:00:00,NA,NA,NA,NA,NA
"7852",1990-11-24 03:00:00,NA,NA,NA,NA,NA
"7853",1990-11-24 04:00:00,NA,NA,NA,NA,NA
"7854",1990-11-24 05:00:00,NA,NA,NA,NA,NA
"7855",1990-11-24 06:00:00,NA,NA,NA,NA,NA
"7856",1990-11-24 07:00:00,NA,NA,NA,NA,NA
"7857",1990-11-24 08:00:00,NA,NA,NA,NA,NA
"7858",1990-11-24 09:00:00,NA,NA,NA,NA,NA
"7859",1990-11-24 10:00:00,NA,NA,NA,NA,NA
"7860",1990-11-24 11:00:00,NA,NA,NA,NA,NA
"7861",1990-11-24 12:00:00,NA,NA,NA,NA,NA
"7862",1990-11-24 13:00:00,NA,NA,NA,NA,NA
"7863",1990-11-24 14:00:00,NA,NA,NA,NA,NA
"7864",1990-11-24 15:00:00,NA,NA,NA,NA,NA
"7865",1990-11-24 16:00:00,NA,NA,NA,NA,NA
